week_start,sku_code,territory,distributor_id,primary_sales_units,primary_sales_value
2026-01-27,WW-005,Hyderabad,HYD-D1,421,26838.75
2026-01-27,WW-005,Lucknow,LUC-D2,317,20208.75
2026-01-27,WW-005,Mumbai,MUM-D1,526,33532.5
2026-01-27,WW-005,Pune,PUN-D1,505,32193.75
2026-01-27,WW-006,Ahmedabad,AHM-D2,172,20640.0
2026-01-27,WW-006,Chennai,CHE-D1,221,26520.0
2026-01-27,WW-006,Jaipur,JAI-D2,109,13080.0
2026-01-27,WW-006,Mumbai,MUM-D2,217,26040.0
2026-01-27,WW-006,Pune,PUN-D2,228,27360.0
2026-01-27,WW-007,Delhi,DEL-D1,166,19920.0
2026-01-27,WW-007,Hyderabad,HYD-D2,173,20760.0
2026-01-27,WW-007,Mumbai,MUM-D1,216,25920.0
2026-01-27,WW-007,Patna,PAT-D2,136,16320.0
2026-01-27,WW-007,Pune,PUN-D1,203,24360.0
2026-01-27,WW-008,Chennai,CHE-D1,187,22440.0
2026-01-27,WW-008,Delhi,DEL-D1,178,21360.0
2026-01-27,WW-008,Guwahati,GUW-D1,126,15120.0
2026-01-27,WW-008,Hyderabad,HYD-D1,169,20280.0
2026-01-27,WW-008,Mumbai,MUM-D1,182,21840.0
2026-02-03,CK-001,Ahmedabad,AHM-D1,989,3708.75
2026-02-03,CK-001,Chennai,CHE-D2,1367,5126.25
2026-02-03,CK-001,Delhi,DEL-D1,1162,4357.5
2026-02-03,CK-001,Guwahati,GUW-D2,686,2572.5
2026-02-03,CK-001,Hyderabad,HYD-D1,1044,3915.0
2026-02-03,CK-001,Jaipur,JAI-D2,794,2977.5
2026-02-03,CK-001,Kolkata,KOL-D1,1174,4402.0
2026-02-03,CK-001,Patna,PAT-D2,762,2857.5
2026-02-03,CK-001,Pune,PUN-D2,1301,4879.0
2026-02-03,CK-002,Ahmedabad,AHM-D1,1216,4560.0
2026-02-03,CK-002,Bengaluru,BEN-D1,1348,5055.0
2026-02-03,CK-002,Guwahati,GUW-D1,732,2745.0
2026-02-03,CK-002,Jaipur,JAI-D1,771,2891.25
2026-02-03,CK-002,Kolkata,KOL-D2,1233,4623.75
2026-02-03,CK-002,Lucknow,LUC-D1,824,3090.0
2026-02-03,CK-002,Mumbai,MUM-D1,1347,5051.25
2026-02-03,CK-002,Patna,PAT-D1,729,2733.75
2026-02-03,CK-002,Pune,PUN-D1,1073,4023.75
2026-02-03,CK-003,Ahmedabad,AHM-D1,1050,3938.0
2026-02-03,CK-003,Delhi,DEL-D1,1114,4177.5
2026-02-03,CK-003,Guwahati,GUW-D1,691,2591.25
2026-02-03,CK-003,Hyderabad,HYD-D1,997,3738.75
2026-02-03,CK-003,Jaipur,JAI-D2,614,2302.5
2026-02-03,CK-003,Kolkata,KOL-D1,943,3536.25
2026-02-03,CK-003,Lucknow,LUC-D1,627,2351.25
2026-02-03,CK-003,Mumbai,MUM-D1,1294,4852.5
2026-02-03,CK-003,Pune,PUN-D2,NA,4773.75
2026-02-03,CK-004,Ahmedabad,AHM-D2,1109,8317.5
2026-02-03,CK-004,Bengaluru,BEN-D2,1371,10282.5
2026-02-03,CK-004,Hyderabad,HYD-D2,1120,8400.0
2026-02-03,CK-004,Jaipur,JAI-D2,731,5482.5
2026-02-03,CK-004,Kolkata,KOL-D2,1184,8880.0
2026-02-03,CK-004,Lucknow,LUC-D2,778,5835.0
2026-02-03,CK-004,Mumbai,MUM-D1,1055,7912.5
2026-02-03,CK-004,Patna,PAT-D1,772,5790.0
2026-02-03,CK-004,Pune,PUN-D2,1187,8902.5
2026-02-03,CK-005,Bengaluru,BEN-D1,942,7065.0
2026-02-03,CK-005,Chennai,CHE-D1,978,7335.0
2026-02-03,CK-005,Delhi,DEL-D1,1230,9225.0
2026-02-03,CK-005,Guwahati,GUW-D2,847,6352.5
2026-02-03,CK-005,Hyderabad,HYD-D2,1192,8940.0
2026-02-03,CK-005,Jaipur,JAI-D1,853,6397.5
2026-02-03,CK-005,Kolkata,KOL-D2,1082,8115.0
2026-02-03,CK-005,Lucknow,LUC-D2,811,6082.5
2026-02-03,CK-005,Pune,PUN-D2,1264,9480.0
2026-02-03,CK-006,Ahmedabad,AHM-D2,970,7275.0
2026-02-03,CK-006,Bengaluru,BEN-D2,1391,10432.5
2026-02-03,CK-006,Chennai,CHE-D1,1312,9840.0
2026-02-03,CK-006,Delhi,DEL-D1,1230,9225.0
2026-02-03,CK-006,Guwahati,GUW-D1,903,6772.5
2026-02-03,CK-006,Hyderabad,HYD-D1,1032,7740.0
2026-02-03,CK-006,Kolkata,KOL-D2,1138,8535.0
2026-02-03,CK-006,Mumbai,MUM-D2,1243,9322.5
2026-02-03,CK-006,Pune,PUN-D1,1144,8580.0
2026-02-03,CK-007,Ahmedabad,AHM-D1,498,11205.0
2026-02-03,CK-007,Delhi,DEL-D1,445,10012.5
2026-02-03,CK-007,Guwahati,GUW-D2,386,8685.0
2026-02-03,CK-007,Hyderabad,HYD-D2,538,12105.0
2026-02-03,CK-007,Jaipur,JAI-D1,355,7987.5
2026-02-03,CK-007,Kolkata,KOL-D2,428,9630.0
2026-02-03,CK-007,Patna,PAT-D2,331,7447.5
2026-02-03,CK-008,Ahmedabad,AHM-D2,616,13860.0
2026-02-03,CK-008,Bengaluru,BEN-D2,464,10440.0
2026-02-03,CK-008,Chennai,CHE-D2,461,10372.5
2026-02-03,CK-008,Delhi,DEL-D1,474,10665.0
2026-02-03,CK-008,Hyderabad,HYD-D1,469,10552.5
2026-02-03,CK-008,Jaipur,JAI-D1,321,7222.5
2026-02-03,CK-008,Pune,PUN-D1,585,13162.5
2026-02-03,CK-009,Bengaluru,BEN-D2,582,13095.0
2026-02-03,CK-009,Delhi,DEL-D1,564,12690.0
2026-02-03,CK-009,Guwahati,GUW-D2,312,7020.0
2026-02-03,CK-009,Hyderabad,HYD-D1,481,10822.5
2026-02-03,CK-009,Jaipur,JAI-D2,314,7065.0
2026-02-03,CK-009,Mumbai,MUM-D1,430,9675.0
2026-02-03,CK-009,Patna,PAT-D2,285,6412.0
2026-02-03,CK-010,Bengaluru,BEN-D1,588,13230.0
2026-02-03,CK-010,Chennai,CHE-D2,621,13972.5
2026-02-03,CK-010,Guwahati,GUW-D1,342,7695.0
2026-02-03,CK-010,Hyderabad,HYD-D1,468,10530.0
2026-02-03,CK-010,Jaipur,JAI-D2,276,6210.0
2026-02-03,CK-010,Kolkata,KOL-D1,548,12330.0
2026-02-03,CK-010,Mumbai,MUM-D2,581,13072.0
2026-02-03,CO-001,Ahmedabad,AHM-D1,1222,9165.0
2026-02-03,CO-001,Bengaluru,BEN-D1,1391,10432.5
2026-02-03,CO-001,Delhi,DEL-D1,1070,8025.0
2026-02-03,CO-001,Guwahati,GUW-D1,890,6675.0
2026-02-03,CO-001,Hyderabad,HYD-D2,958,7185.0
2026-02-03,CO-001,Jaipur,JAI-D1,831,6232.5
2026-02-03,CO-001,Kolkata,KOL-D1,961,7207.5
2026-02-03,CO-001,Lucknow,LUC-D2,-1,5017.5
2026-02-03,CO-001,Mumbai,MUM-D2,1378,10335.0
2026-02-03,CO-001,Pune,PUN-D2,1319,9892.0
2026-02-03,CO-002,Ahmedabad,AHM-D1,968,7260.0
2026-02-03,CO-002,Chennai,CHE-D1,9999,10260.0
2026-02-03,CO-002,Delhi,DEL-D1,1168,8760.0
2026-02-03,CO-002,Guwahati,GUW-D1,849,6367.5
2026-02-03,CO-002,Hyderabad,HYD-D1,976,7320.0
2026-02-03,CO-002,Jaipur,JAI-D1,627,4702.5
2026-02-03,CO-002,Kolkata,KOL-D1,1378,10335.0
2026-02-03,CO-002,Lucknow,LUC-D2,775,5812.5
2026-02-03,CO-002,Mumbai,MUM-D2,1184,8880.0
2026-02-03,CO-002,Pune,PUN-D2,1200,9000.0
2026-02-03,CO-003,Ahmedabad,AHM-D2,1158,8685.0
2026-02-03,CO-003,Bengaluru,BEN-D2,1326,9945.0
2026-02-03,CO-003,Delhi,DEL-D2,1225,9187.5
2026-02-03,CO-003,Guwahati,GUW-D1,686,5145.0
2026-02-03,CO-003,Hyderabad,HYD-D2,1088,8160.0
2026-02-03,CO-003,Jaipur,JAI-D1,869,6517.5
2026-02-03,CO-003,Lucknow,LUC-D2,694,5205.0
2026-02-03,CO-003,Mumbai,MUM-D2,986,7395.0
2026-02-03,CO-003,Patna,PAT-D1,846,6345.0
2026-02-03,CO-003,Pune,PUN-D1,1037,7778.0
2026-02-03,CO-004,Ahmedabad,AHM-D2,580,10875.0
2026-02-03,CO-004,Chennai,CHE-D2,578,10837.5
2026-02-03,CO-004,Delhi,DEL-D2,555,10406.25
2026-02-03,CO-004,Guwahati,GUW-D2,372,6975.0
2026-02-03,CO-004,Hyderabad,HYD-D2,482,9037.5
2026-02-03,CO-004,Jaipur,JAI-D1,294,5512.5
2026-02-03,CO-004,Lucknow,LUC-D2,382,7162.5
2026-02-03,CO-004,Mumbai,MUM-D1,604,11325.0
2026-02-03,CO-004,Patna,PAT-D1,327,6131.25
2026-02-03,CO-004,Pune,PUN-D2,424,7950.0
2026-02-03,CO-005,Ahmedabad,AHM-D1,573,10743.75
2026-02-03,CO-005,Bengaluru,BEN-D1,617,11569.0
2026-02-03,CO-005,Delhi,DEL-D2,529,9918.75
2026-02-03,CO-005,Guwahati,GUW-D2,406,7612.5
2026-02-03,CO-005,Hyderabad,HYD-D2,518,9712.5
2026-02-03,CO-005,Jaipur,JAI-D1,341,6393.75
2026-02-03,CO-005,Lucknow,LUC-D2,405,7593.75
2026-02-03,CO-005,Mumbai,MUM-D1,469,8794.0
2026-02-03,CO-005,Patna,PAT-D2,354,6637.5
2026-02-03,CO-005,Pune,PUN-D1,520,9750.0
2026-02-03,CO-006,Ahmedabad,AHM-D2,531,15930.0
2026-02-03,CO-006,Bengaluru,BEN-D1,-1,12930.0
2026-02-03,CO-006,Chennai,CHE-D2,509,15270.0
2026-02-03,CO-006,Delhi,DEL-D2,,14280.0
2026-02-03,CO-006,Hyderabad,HYD-D2,531,15930.0
2026-02-03,CO-006,Jaipur,JAI-D2,277,8310.0
2026-02-03,CO-006,Kolkata,KOL-D1,599,17970.0
2026-02-03,CO-006,Lucknow,LUC-D2,287,8610.0
2026-02-03,CO-006,Mumbai,MUM-D2,467,14010.0
2026-02-03,CO-006,Patna,PAT-D2,312,9360.0
2026-02-03,CO-006,Pune,PUN-D1,589,17670.0
2026-02-03,CO-007,Ahmedabad,AHM-D1,496,14880.0
2026-02-03,CO-007,Bengaluru,BEN-D1,524,15720.0
2026-02-03,CO-007,Chennai,CHE-D2,451,13530.0
2026-02-03,CO-007,Delhi,DEL-D1,579,17370.0
2026-02-03,CO-007,Jaipur,JAI-D1,329,9870.0
2026-02-03,CO-007,Kolkata,KOL-D1,614,18420.0
2026-02-03,CO-007,Lucknow,LUC-D1,356,10680.0
2026-02-03,CO-007,Mumbai,MUM-D1,621,18630.0
2026-02-03,CO-007,Patna,PAT-D1,386,11580.0
2026-02-03,CO-007,Pune,PUN-D2,532,15960.0
2026-02-03,CO-008,Ahmedabad,AHM-D1,194,8730.0
2026-02-03,CO-008,Chennai,CHE-D1,203,9135.0
2026-02-03,CO-008,Delhi,DEL-D2,222,9990.0
2026-02-03,CO-008,Hyderabad,HYD-D1,222,9990.0
2026-02-03,CO-008,Jaipur,JAI-D1,125,5625.0
2026-02-03,CO-008,Kolkata,KOL-D2,215,9675.0
2026-02-03,CO-008,Lucknow,LUC-D1,-1,5850.0
2026-02-03,CO-008,Mumbai,MUM-D1,209,9405.0
2026-02-03,CO-008,Patna,PAT-D2,132,5940.0
2026-02-03,CO-008,Pune,PUN-D1,,7200.0
2026-02-03,CO-009,Ahmedabad,AHM-D2,194,8730.0
2026-02-03,CO-009,Chennai,CHE-D2,201,9045.0
2026-02-03,CO-009,Delhi,DEL-D1,160,7200.0
2026-02-03,CO-009,Hyderabad,HYD-D2,216,9720.0
2026-02-03,CO-009,Jaipur,JAI-D1,146,6570.0
2026-02-03,CO-009,Kolkata,KOL-D1,174,7830.0
2026-02-03,CO-009,Lucknow,LUC-D1,9999,6120.0
2026-02-03,CO-009,Mumbai,MUM-D1,213,9585.0
2026-02-03,CO-009,Pune,PUN-D1,226,10170.0
2026-02-03,CR-001,Ahmedabad,AHM-D1,1186,48922.5
2026-02-03,CR-001,Chennai,CHE-D1,1040,42900.0
2026-02-03,CR-001,Delhi,DEL-D2,1124,46365.0
2026-02-03,CR-001,Guwahati,GUW-D1,790,32587.5
2026-02-03,CR-001,Hyderabad,HYD-D2,975,40218.75
2026-02-03,CR-001,Jaipur,JAI-D1,835,34443.75
2026-02-03,CR-001,Kolkata,KOL-D1,1301,53666.0
2026-02-03,CR-001,Patna,PAT-D2,756,31185.0
2026-02-03,CR-001,Pune,PUN-D2,1295,53418.75
2026-02-03,CR-002,Ahmedabad,AHM-D1,1258,51892.5
2026-02-03,CR-002,Bengaluru,BEN-D1,1157,47726.25
2026-02-03,CR-002,Delhi,DEL-D2,1172,48345.0
2026-02-03,CR-002,Guwahati,GUW-D1,725,29906.25
2026-02-03,CR-002,Hyderabad,HYD-D1,1368,56430.0
2026-02-03,CR-002,Jaipur,JAI-D1,613,25286.25
2026-02-03,CR-002,Lucknow,LUC-D2,900,37125.0
2026-02-03,CR-002,Mumbai,MUM-D2,1316,54285.0
2026-02-03,CR-002,Patna,PAT-D2,881,36341.25
2026-02-03,CR-003,Ahmedabad,AHM-D2,1215,50118.75
2026-02-03,CR-003,Bengaluru,BEN-D2,1293,53336.25
2026-02-03,CR-003,Chennai,CHE-D2,1260,51975.0
2026-02-03,CR-003,Delhi,DEL-D2,1155,47643.75
2026-02-03,CR-003,Guwahati,GUW-D2,699,28833.75
2026-02-03,CR-003,Jaipur,JAI-D2,796,32835.0
2026-02-03,CR-003,Kolkata,KOL-D1,1134,46777.5
2026-02-03,CR-003,Mumbai,MUM-D2,1319,54408.75
2026-02-03,CR-003,Patna,PAT-D2,683,28173.75
2026-02-03,CR-004,Ahmedabad,AHM-D2,1316,54285.0
2026-02-03,CR-004,Bengaluru,BEN-D1,1148,47355.0
2026-02-03,CR-004,Delhi,DEL-D2,1289,53171.0
2026-02-03,CR-004,Guwahati,GUW-D1,900,37125.0
2026-02-03,CR-004,Hyderabad,HYD-D2,961,39641.25
2026-02-03,CR-004,Jaipur,JAI-D1,799,32958.75
2026-02-03,CR-004,Lucknow,LUC-D1,679,28008.75
2026-02-03,CR-004,Mumbai,MUM-D1,1294,53377.5
2026-02-03,CR-004,Pune,PUN-D2,1389,57296.25
2026-02-03,CR-005,Ahmedabad,AHM-D1,557,54307.5
2026-02-03,CR-005,Chennai,CHE-D2,537,52357.5
2026-02-03,CR-005,Jaipur,JAI-D1,337,32857.5
2026-02-03,CR-005,Kolkata,KOL-D2,584,56940.0
2026-02-03,CR-005,Lucknow,LUC-D2,399,38902.5
2026-02-03,CR-005,Mumbai,MUM-D2,588,57330.0
2026-02-03,CR-005,Pune,PUN-D2,568,55380.0
2026-02-03,CR-006,Bengaluru,BEN-D1,476,46410.0
2026-02-03,CR-006,Hyderabad,HYD-D1,595,58012.5
2026-02-03,CR-006,Jaipur,JAI-D2,368,35880.0
2026-02-03,CR-006,Kolkata,KOL-D1,595,58012.5
2026-02-03,CR-006,Lucknow,LUC-D1,362,35295.0
2026-02-03,CR-006,Patna,PAT-D2,323,31492.5
2026-02-03,CR-006,Pune,PUN-D2,580,56550.0
2026-02-03,CR-007,Chennai,CHE-D1,194,36375.0
2026-02-03,CR-007,Hyderabad,HYD-D1,197,36937.5
2026-02-03,CR-007,Jaipur,JAI-D1,140,26250.0
2026-02-03,CR-007,Mumbai,MUM-D2,164,30750.0
2026-02-03,CR-007,Patna,PAT-D1,110,20625.0
2026-02-03,CR-008,Bengaluru,BEN-D2,223,41812.5
2026-02-03,CR-008,Delhi,DEL-D1,172,32250.0
2026-02-03,CR-008,Hyderabad,HYD-D2,169,31687.5
2026-02-03,CR-008,Mumbai,MUM-D1,228,42750.0
2026-02-03,CR-008,Pune,PUN-D1,189,35437.5
2026-02-03,CR-009,Chennai,CHE-D2,213,39938.0
2026-02-03,CR-009,Delhi,DEL-D1,157,29437.5
2026-02-03,CR-009,Guwahati,GUW-D2,127,23812.5
2026-02-03,CR-009,Lucknow,LUC-D1,147,27562.0
2026-02-03,CR-009,Patna,PAT-D1,116,21750.0
2026-02-03,GJ-001,Ahmedabad,AHM-D2,1233,9247.5
2026-02-03,GJ-001,Bengaluru,BEN-D1,960,7200.0
2026-02-03,GJ-001,Delhi,DEL-D2,1254,9405.0
2026-02-03,GJ-001,Guwahati,GUW-D1,688,5160.0
2026-02-03,GJ-001,Hyderabad,HYD-D2,955,7162.5
2026-02-03,GJ-001,Jaipur,JAI-D2,682,5115.0
2026-02-03,GJ-001,Kolkata,KOL-D1,9999,9105.0
2026-02-03,GJ-001,Lucknow,LUC-D1,637,4777.5
2026-02-03,GJ-001,Mumbai,MUM-D1,1336,10020.0
2026-02-03,GJ-001,Patna,PAT-D1,745,5587.5
2026-02-03,GJ-001,Pune,PUN-D2,1126,8445.0
2026-02-03,GJ-002,Ahmedabad,AHM-D1,1059,7942.5
2026-02-03,GJ-002,Bengaluru,BEN-D1,993,7447.5
2026-02-03,GJ-002,Chennai,CHE-D2,1050,7875.0
2026-02-03,GJ-002,Delhi,DEL-D1,1397,10477.5
2026-02-03,GJ-002,Guwahati,GUW-D2,676,5070.0
2026-02-03,GJ-002,Jaipur,JAI-D2,621,4657.5
2026-02-03,GJ-002,Kolkata,KOL-D1,1289,9667.5
2026-02-03,GJ-002,Lucknow,LUC-D1,642,4815.0
2026-02-03,GJ-002,Mumbai,MUM-D2,1129,8467.5
2026-02-03,GJ-002,Patna,PAT-D1,705,5287.5
2026-02-03,GJ-002,Pune,PUN-D1,1131,8482.5
2026-02-03,GJ-003,Ahmedabad,AHM-D2,598,11212.0
2026-02-03,GJ-003,Bengaluru,BEN-D2,518,9712.5
2026-02-03,GJ-003,Chennai,CHE-D1,576,10800.0
2026-02-03,GJ-003,Delhi,DEL-D2,577,10818.75
2026-02-03,GJ-003,Guwahati,GUW-D1,354,6637.5
2026-02-03,GJ-003,Hyderabad,HYD-D1,477,8943.75
2026-02-03,GJ-003,Jaipur,JAI-D1,378,7088.0
2026-02-03,GJ-003,Lucknow,LUC-D1,285,5343.75
2026-02-03,GJ-003,Mumbai,MUM-D2,461,8643.75
2026-02-03,GJ-003,Pune,PUN-D1,486,9112.5
2026-02-03,GJ-004,Ahmedabad,AHM-D1,9999,8306.25
2026-02-03,GJ-004,Delhi,DEL-D2,606,11362.5
2026-02-03,GJ-004,Hyderabad,HYD-D2,594,11137.5
2026-02-03,GJ-004,Jaipur,JAI-D2,352,6600.0
2026-02-03,GJ-004,Kolkata,KOL-D1,447,8381.25
2026-02-03,GJ-004,Lucknow,LUC-D1,306,5737.5
2026-02-03,GJ-004,Mumbai,MUM-D1,529,9918.75
2026-02-03,GJ-004,Patna,PAT-D2,352,6600.0
2026-02-03,GJ-004,Pune,PUN-D2,418,7838.0
2026-02-03,GJ-005,Ahmedabad,AHM-D1,559,16770.0
2026-02-03,GJ-005,Delhi,DEL-D1,521,15630.0
2026-02-03,GJ-005,Hyderabad,HYD-D1,489,14670.0
2026-02-03,GJ-005,Jaipur,JAI-D1,327,9810.0
2026-02-03,GJ-005,Lucknow,LUC-D2,279,8370.0
2026-02-03,GJ-005,Mumbai,MUM-D1,573,17190.0
2026-02-03,GJ-005,Patna,PAT-D2,297,8910.0
2026-02-03,GJ-005,Pune,PUN-D1,574,17220.0
2026-02-03,GJ-006,Ahmedabad,AHM-D1,541,16230.0
2026-02-03,GJ-006,Delhi,DEL-D1,482,14460.0
2026-02-03,GJ-006,Guwahati,GUW-D1,284,8520.0
2026-02-03,GJ-006,Jaipur,JAI-D1,386,11580.0
2026-02-03,GJ-006,Lucknow,LUC-D2,298,8940.0
2026-02-03,GJ-006,Mumbai,MUM-D2,592,17760.0
2026-02-03,GJ-006,Patna,PAT-D1,404,12120.0
2026-02-03,GJ-006,Pune,PUN-D1,535,16050.0
2026-02-03,GJ-007,Ahmedabad,AHM-D1,199,8955.0
2026-02-03,GJ-007,Bengaluru,BEN-D2,233,10485.0
2026-02-03,GJ-007,Delhi,DEL-D2,206,9270.0
2026-02-03,GJ-007,Jaipur,JAI-D2,131,5895.0
2026-02-03,GJ-007,Kolkata,KOL-D1,NA,10260.0
2026-02-03,GJ-007,Lucknow,LUC-D1,114,5130.0
2026-02-03,GJ-007,Mumbai,MUM-D2,178,8010.0
2026-02-03,GJ-007,Patna,PAT-D2,107,4815.0
2026-02-03,GJ-007,Pune,PUN-D1,193,8685.0
2026-02-03,GJ-008,Ahmedabad,AHM-D2,197,8865.0
2026-02-03,GJ-008,Bengaluru,BEN-D2,204,9180.0
2026-02-03,GJ-008,Delhi,DEL-D2,157,7065.0
2026-02-03,GJ-008,Jaipur,JAI-D2,127,5715.0
2026-02-03,GJ-008,Lucknow,LUC-D2,107,4815.0
2026-02-03,GJ-008,Mumbai,MUM-D2,170,7650.0
2026-02-03,GJ-008,Pune,PUN-D2,179,8055.0
2026-02-03,GJ-009,Ahmedabad,AHM-D1,225,10125.0
2026-02-03,GJ-009,Delhi,DEL-D1,176,7920.0
2026-02-03,GJ-009,Guwahati,GUW-D2,141,6345.0
2026-02-03,GJ-009,Jaipur,JAI-D1,120,5400.0
2026-02-03,GJ-009,Kolkata,KOL-D1,209,9405.0
2026-02-03,GJ-009,Lucknow,LUC-D1,104,4680.0
2026-02-03,GJ-009,Mumbai,MUM-D2,179,8055.0
2026-02-03,GJ-009,Patna,PAT-D1,151,6795.0
2026-02-03,GJ-009,Pune,PUN-D1,195,8775.0
2026-02-03,HC-001,Ahmedabad,AHM-D2,1265,56925.0
2026-02-03,HC-001,Bengaluru,BEN-D2,1316,59220.0
2026-02-03,HC-001,Chennai,CHE-D1,986,44370.0
2026-02-03,HC-001,Delhi,DEL-D2,1065,47925.0
2026-02-03,HC-001,Guwahati,GUW-D1,714,32130.0
2026-02-03,HC-001,Hyderabad,HYD-D2,1302,58590.0
2026-02-03,HC-001,Jaipur,JAI-D1,881,39645.0
2026-02-03,HC-001,Kolkata,KOL-D2,1174,52830.0
2026-02-03,HC-001,Lucknow,LUC-D2,684,30780.0
2026-02-03,HC-001,Mumbai,MUM-D1,1193,53685.0
2026-02-03,HC-001,Patna,PAT-D2,785,35325.0
2026-02-03,HC-001,Pune,PUN-D1,976,43920.0
2026-02-03,HC-002,Ahmedabad,AHM-D2,-1,59445.0
2026-02-03,HC-002,Bengaluru,BEN-D2,1112,50040.0
2026-02-03,HC-002,Chennai,CHE-D1,1196,53820.0
2026-02-03,HC-002,Delhi,DEL-D1,1227,55215.0
2026-02-03,HC-002,Guwahati,GUW-D2,618,27810.0
2026-02-03,HC-002,Hyderabad,HYD-D2,1145,51525.0
2026-02-03,HC-002,Jaipur,JAI-D1,801,36045.0
2026-02-03,HC-002,Kolkata,KOL-D2,1117,50265.0
2026-02-03,HC-002,Lucknow,LUC-D2,893,40185.0
2026-02-03,HC-002,Mumbai,MUM-D2,,60840.0
2026-02-03,HC-002,Patna,PAT-D1,780,35100.0
2026-02-03,HC-002,Pune,PUN-D2,1328,59760.0
2026-02-03,HC-003,Ahmedabad,AHM-D1,1063,47835.0
2026-02-03,HC-003,Bengaluru,BEN-D1,1123,50535.0
2026-02-03,HC-003,Chennai,CHE-D2,1343,60435.0
2026-02-03,HC-003,Delhi,DEL-D2,1083,48735.0
2026-02-03,HC-003,Guwahati,GUW-D2,771,34695.0
2026-02-03,HC-003,Hyderabad,HYD-D2,1376,61920.0
2026-02-03,HC-003,Jaipur,JAI-D1,811,36495.0
2026-02-03,HC-003,Kolkata,KOL-D2,1110,49950.0
2026-02-03,HC-003,Lucknow,LUC-D2,-1,33255.0
2026-02-03,HC-003,Mumbai,MUM-D2,1399,62955.0
2026-02-03,HC-003,Patna,PAT-D1,673,30285.0
2026-02-03,HC-003,Pune,PUN-D2,1067,48015.0
2026-02-03,HC-004,Ahmedabad,AHM-D1,567,46777.5
2026-02-03,HC-004,Bengaluru,BEN-D2,488,40260.0
2026-02-03,HC-004,Chennai,CHE-D1,621,51232.5
2026-02-03,HC-004,Delhi,DEL-D1,573,47272.5
2026-02-03,HC-004,Guwahati,GUW-D2,-1,28132.5
2026-02-03,HC-004,Hyderabad,HYD-D2,432,35640.0
2026-02-03,HC-004,Jaipur,JAI-D2,363,29947.5
2026-02-03,HC-004,Kolkata,KOL-D1,608,50160.0
2026-02-03,HC-004,Lucknow,LUC-D2,357,29452.5
2026-02-03,HC-004,Mumbai,MUM-D2,433,35722.5
2026-02-03,HC-004,Patna,PAT-D1,289,23842.5
2026-02-03,HC-004,Pune,PUN-D2,504,41580.0
2026-02-03,HC-005,Ahmedabad,AHM-D1,458,37785.0
2026-02-03,HC-005,Bengaluru,BEN-D1,459,37867.5
2026-02-03,HC-005,Chennai,CHE-D2,417,34402.5
2026-02-03,HC-005,Delhi,DEL-D1,510,42075.0
2026-02-03,HC-005,Guwahati,GUW-D1,389,32092.0
2026-02-03,HC-005,Hyderabad,HYD-D1,#N/A,34485.0
2026-02-03,HC-005,Jaipur,JAI-D1,370,30525.0
2026-02-03,HC-005,Kolkata,KOL-D1,538,44385.0
2026-02-03,HC-005,Lucknow,LUC-D1,299,24667.5
2026-02-03,HC-005,Mumbai,MUM-D2,479,39517.5
2026-02-03,HC-005,Patna,PAT-D1,362,29865.0
2026-02-03,HC-005,Pune,PUN-D2,573,47272.5
2026-02-03,HC-006,Ahmedabad,AHM-D1,466,38445.0
2026-02-03,HC-006,Bengaluru,BEN-D2,547,45128.0
2026-02-03,HC-006,Chennai,CHE-D1,590,48675.0
2026-02-03,HC-006,Delhi,DEL-D1,562,46365.0
2026-02-03,HC-006,Guwahati,GUW-D1,304,25080.0
2026-02-03,HC-006,Hyderabad,HYD-D2,526,43395.0
2026-02-03,HC-006,Jaipur,JAI-D1,356,29370.0
2026-02-03,HC-006,Kolkata,KOL-D2,509,41992.5
2026-02-03,HC-006,Lucknow,LUC-D2,332,27390.0
2026-02-03,HC-006,Mumbai,MUM-D2,620,51150.0
2026-02-03,HC-006,Patna,PAT-D1,380,31350.0
2026-02-03,HC-006,Pune,PUN-D1,455,37538.0
2026-02-03,HC-007,Ahmedabad,AHM-D1,216,32238.0
2026-02-03,HC-007,Bengaluru,BEN-D1,173,25820.25
2026-02-03,HC-007,Chennai,CHE-D1,172,25671.0
2026-02-03,HC-007,Delhi,DEL-D2,181,27014.25
2026-02-03,HC-007,Guwahati,GUW-D2,121,18059.25
2026-02-03,HC-007,Hyderabad,HYD-D2,220,32835.0
2026-02-03,HC-007,Jaipur,JAI-D1,139,20745.75
2026-02-03,HC-007,Kolkata,KOL-D2,215,32088.75
2026-02-03,HC-007,Lucknow,LUC-D2,127,18954.75
2026-02-03,HC-007,Mumbai,MUM-D2,185,27611.25
2026-02-03,HC-007,Patna,PAT-D1,121,18059.25
2026-02-03,HC-007,Pune,PUN-D1,185,27611.25
2026-02-03,HC-008,Ahmedabad,AHM-D1,220,32835.0
2026-02-03,HC-008,Bengaluru,BEN-D2,179,26715.75
2026-02-03,HC-008,Chennai,CHE-D2,179,26716.0
2026-02-03,HC-008,Delhi,DEL-D1,193,28805.25
2026-02-03,HC-008,Guwahati,GUW-D1,121,18059.25
2026-02-03,HC-008,Hyderabad,HYD-D1,161,24029.25
2026-02-03,HC-008,Jaipur,JAI-D2,135,20148.75
2026-02-03,HC-008,Kolkata,KOL-D1,158,23581.5
2026-02-03,HC-008,Lucknow,LUC-D1,125,18656.25
2026-02-03,HC-008,Mumbai,MUM-D1,196,29253.0
